nodes,ppm,topo,seed,mask,prr,delay_ms,nlt_ms,gen,recv
100,120,01,1,etx-pfi-re-bdi-qo-hc__1011111,0.421833,3065.13,997402,212295,89553
100,120,02,1,etx-pfi-re-bdi-qo-hc__1011111,0.463458,2918.82,492854,222236,102997
100,120,03,1,etx-pfi-re-bdi-qo-hc__1011111,0.314318,3015.57,934053,191246,60112
100,120,04,1,etx-pfi-re-bdi-qo-hc__1011111,0.383863,3003.75,924276,218289,83793
100,120,05,1,etx-pfi-re-bdi-qo-hc__1011111,0.358987,3271.49,1276687,243240,87320
100,120,06,1,etx-pfi-re-bdi-qo-hc__1011111,0.238288,2051.19,676784,106690,25423
100,120,07,1,etx-pfi-re-bdi-qo-hc__1011111,0.447624,2516.00,754687,216816,97052
100,120,08,1,etx-pfi-re-bdi-qo-hc__1011111,0.263632,2187.93,824787,139949,36895
100,120,09,1,etx-pfi-re-bdi-qo-hc__1011111,0.444494,3273.96,920894,231319,102820
100,120,10,1,etx-pfi-re-bdi-qo-hc__1011111,0.438135,2886.02,660731,224043,98161
100,120,01,1,etx-pfi-re__1011000,0.421833,3065.13,997402,212295,89553
100,120,02,1,etx-pfi-re__1011000,0.475934,2602.09,492854,212666,101215
100,120,03,1,etx-pfi-re__1011000,0.320941,3192.48,934053,201850,64782
100,120,04,1,etx-pfi-re__1011000,0.369089,2949.50,924276,221074,81596
100,120,05,1,etx-pfi-re__1011000,0.364436,3059.10,1276687,248164,90440
100,120,06,1,etx-pfi-re__1011000,0.177806,1919.21,676784,87933,15635
100,120,07,1,etx-pfi-re__1011000,0.451914,2543.09,754687,210270,95024
100,120,08,1,etx-pfi-re__1011000,0.236920,2273.35,960422,137979,32690
100,120,09,1,etx-pfi-re__1011000,0.423953,3008.93,920894,240996,102171
100,120,10,1,etx-pfi-re__1011000,0.444515,3051.82,660731,216159,96086
100,120,01,1,rssi-pfi-qo-hc__0110011,0.408737,2550.76,997402,219733,89813
100,120,02,1,rssi-pfi-qo-hc__0110011,0.479639,2735.00,492854,209293,100385
100,120,03,1,rssi-pfi-qo-hc__0110011,0.332770,3210.63,934053,210722,70122
100,120,04,1,rssi-pfi-qo-hc__0110011,0.365917,2790.04,924276,213931,78281
100,120,05,1,rssi-pfi-qo-hc__0110011,0.327165,3294.06,1276687,248003,81138
100,120,06,1,rssi-pfi-qo-hc__0110011,0.142718,2212.19,676784,86373,12327
100,120,07,1,rssi-pfi-qo-hc__0110011,0.448354,2556.41,754687,213329,95647
100,120,08,1,rssi-pfi-qo-hc__0110011,0.233073,2063.68,824787,129805,30254
100,120,09,1,rssi-pfi-qo-hc__0110011,0.412992,3544.35,920894,231474,95597
100,120,10,1,rssi-pfi-qo-hc__0110011,0.451619,2983.60,660731,222555,100510
