id,x,y,is_sink
1,150.00,0.00,1
2,116.98,32.09,0
3,10.44,278.35,0
4,4.26,287.37,0
5,216.91,197.49,0
6,106.44,186.62,0
7,215.60,104.76,0
8,280.35,218.27,0
9,291.45,0.76,0
10,187.95,236.92,0
11,44.22,177.01,0
12,293.07,81.95,0
13,2.94,250.84,0
14,37.88,36.49,0
15,251.71,252.57,0
16,167.33,90.98,0
17,260.61,111.80,0
18,42.04,132.11,0
19,294.52,212.46,0
20,16.44,229.27,0
21,54.55,243.65,0
22,297.48,245.76,0
23,57.33,120.42,0
24,239.82,89.63,0
25,280.99,112.97,0
26,210.46,283.52,0
27,112.71,7.16,0
28,25.66,153.29,0
29,265.59,231.44,0
30,17.11,82.20,0
31,143.54,195.03,0
32,97.87,152.56,0
33,274.65,275.88,0
34,60.03,293.45,0
35,285.13,101.24,0
36,168.96,267.80,0
37,78.27,236.79,0
38,276.32,120.17,0
39,283.42,114.91,0
40,224.53,10.61,0
41,85.35,35.07,0
42,133.05,32.72,0
43,262.20,59.49,0
44,79.60,272.65,0
45,11.59,5.68,0
46,199.09,216.96,0
47,200.91,205.00,0
48,187.61,70.39,0
49,191.15,156.40,0
50,87.98,41.80,0
51,253.87,131.59,0
52,79.20,107.72,0
53,188.45,92.91,0
54,142.78,23.02,0
55,267.47,264.73,0
56,97.09,229.47,0
57,115.69,101.01,0
58,74.70,271.74,0
59,3.69,238.01,0
60,84.01,51.53,0
61,12.64,72.06,0
62,264.67,123.96,0
63,32.44,238.46,0
64,289.39,247.39,0
65,201.02,254.72,0
66,186.81,13.51,0
67,159.41,295.28,0
68,274.42,235.99,0
69,49.55,28.01,0
70,262.84,131.34,0
71,229.51,168.24,0
72,255.38,70.58,0
73,154.47,51.16,0
74,50.23,137.28,0
75,10.24,237.26,0
76,67.21,193.09,0
77,163.46,196.40,0
78,278.86,231.30,0
79,299.87,174.85,0
80,116.94,161.55,0
81,116.50,28.14,0
82,250.97,126.82,0
83,250.54,254.86,0
84,12.94,274.87,0
85,13.33,144.52,0
86,293.83,216.73,0
87,207.46,42.17,0
88,100.16,250.29,0
89,115.49,216.03,0
90,188.93,181.11,0
91,127.69,122.73,0
92,193.83,245.02,0
93,147.15,65.15,0
94,297.96,276.34,0
95,162.47,138.29,0
96,215.82,30.17,0
97,238.72,89.04,0
98,269.65,34.15,0
99,32.95,254.55,0
100,134.08,217.38,0
