=== Agent started === logPath=/workspace/testbed/_work/ga_gen_002/N100_PPM120/topo05/seed1/pfi-bdi-qo-hc__0010111/agent.log
AGENT_SEED=12345
1773212122736 INIT Agent: K=4 Factive=4
1773212122743 EPS sched: start=0.3 end=0.01 anneal=500
1773212195965 DECISION phase=4 mote=5 eps=0.298 cand=[74] valid=[true, false, false, false]
  cand[0] id=74 features=[1.0, 0.008913978227395702, 7.0, 2.0] hc=2.00 re=1982.2 qlr=0.434
  qValues=[0.0842030392959714, 0.06003225035965443, 0.06111971475183964, 0.018890990875661373]  action=0  chosenParent=74
1773212225980 DECISION phase=5 mote=5 eps=0.297 cand=[74] valid=[true, false, false, false]
  cand[0] id=74 features=[0.6, 0.03028803302779237, 8.0, 1.0] hc=1.00 re=1939.4 qlr=0.541
  qValues=[0.10945346299558878, 0.07909257616847754, 0.07589900586754084, 0.032115123234689236]  action=0  chosenParent=74
1773212255332 DECISION phase=6 mote=5 eps=0.297 cand=[65] valid=[true, false, false, false]
  cand[0] id=65 features=[0.0, 0.02631494593386008, 8.0, 1.0] hc=1.00 re=1947.4 qlr=0.395
  qValues=[0.12303817085921764, 0.08910800144076347, 0.08233144506812096, 0.03965848125517368]  action=0  chosenParent=65
1773212287564 DECISION phase=7 mote=5 eps=0.296 cand=[65] valid=[true, false, false, false]
  cand[0] id=65 features=[1.0, 0.0323772064384138, 6.0, 1.0] hc=1.00 re=1935.2 qlr=0.443
  qValues=[0.16498278500512242, 0.11823021108284593, 0.11040809052065015, 0.05438885139301419]  action=0  chosenParent=65
1773212315743 DECISION phase=8 mote=5 eps=0.295 cand=[33] valid=[true, false, false, false]
  cand[0] id=33 features=[0.0, 0.0763358989485714, 8.0, 1.0] hc=1.00 re=1847.3 qlr=0.831
  qValues=[0.18092786520719528, 0.12949750572443008, 0.1179533526301384, 0.061711616814136505]  action=0  chosenParent=33
1773212343516 DECISION phase=9 mote=5 eps=0.295 cand=[20] valid=[true, false, false, false]
  cand[0] id=20 features=[0.0, 0.16257298211912075, 7.0, 1.0] hc=1.00 re=1674.9 qlr=0.801
  qValues=[0.20602230029180646, 0.14663413213565946, 0.1327215493656695, 0.07131789671257138]  action=0  chosenParent=20
1773212375074 DECISION phase=10 mote=5 eps=0.294 cand=[20] valid=[true, false, false, false]
  cand[0] id=20 features=[1.0, 0.17977606010856384, 8.0, 1.0] hc=1.00 re=1640.4 qlr=0.822
  qValues=[0.2917563756927848, 0.20891119446605444, 0.19171094056218863, 0.10098905395716429]  action=0  chosenParent=20
1773212433455 DECISION phase=12 mote=5 eps=0.293 cand=[43] valid=[true, false, false, false]
  cand[0] id=43 features=[0.0, 0.2880544090032373, 3.0, 5.0] hc=5.00 re=1423.9 qlr=0.719
  qValues=[0.2820373084396124, 0.19720862992107868, 0.1771788988262415, 0.09903155080974102]  action=0  chosenParent=43
1773212464023 DECISION phase=13 mote=5 eps=0.292 cand=[43] valid=[true, false, false, false]
  cand[0] id=43 features=[1.0, 0.2899348700893637, 8.0, 3.0] hc=3.00 re=1420.1 qlr=0.690
  qValues=[0.44111192133277655, 0.315374038182199, 0.28533446323126554, 0.15486799087375402]  action=0  chosenParent=43
1773212491839 DECISION phase=14 mote=5 eps=0.292 cand=[43] valid=[true, false, false, false]
  cand[0] id=43 features=[1.0, 0.30461939826837525, 8.0, 3.0] hc=3.00 re=1390.8 qlr=0.684
  qValues=[0.4982112431898713, 0.35576214734464884, 0.3205759571865201, 0.17531728092581034]  action=0  chosenParent=43
1773212551133 DECISION phase=16 mote=5 eps=0.291 cand=[43] valid=[true, false, false, false]
  cand[0] id=43 features=[1.0, 0.3827606327835076, 8.0, 4.0] hc=4.00 re=1234.5 qlr=0.633
  qValues=[0.6292855702340603, 0.4455796591937542, 0.40159499272704124, 0.22080564126372337]  action=0  chosenParent=43
1773212579328 DECISION phase=17 mote=5 eps=0.290 cand=[43] valid=[true, false, false, false]
  cand[0] id=43 features=[1.0, 0.38304889763398886, 2.0, 3.0] hc=3.00 re=1233.9 qlr=0.616
  qValues=[0.588924003764987, 0.411147428676486, 0.36749631725251675, 0.20928087644279003]  action=0  chosenParent=43
1773212640180 DECISION phase=19 mote=5 eps=0.289 cand=[43] valid=[true, false, false, false]
  cand[0] id=43 features=[0.9, 0.3991576868502458, 7.0, 4.0] hc=4.00 re=1201.7 qlr=0.593
  qValues=[0.7545733824372292, 0.5318458750844002, 0.4708240404725075, 0.27084002643823624]  action=0  chosenParent=43
