=== Agent started === logPath=/workspace/testbed/_work/N60_PPM120/topo05/seed1/rssi_re_qo_hc/agent.log
AGENT_SEED=12345
1773365694456 INIT Agent: K=4 Factive=4
1773365694464 EPS sched: start=0.3 end=0.01 anneal=500
1773365717215 DECISION phase=3 mote=5 eps=0.298 cand=[3] valid=[true, false, false, false]
  cand[0] id=3 features=[1.4285714285714286, 1992.372603582531, 3.0, 0.0] hc=0.00 re=1992.4 qlr=0.000
  qValues=[0.055903955828398466, 0.040107309352606535, 0.04303916683420539, 0.008447624277323484]  action=0  chosenParent=3
1773365754032 DECISION phase=5 mote=5 eps=0.297 cand=[4] valid=[true, false, false, false]
  cand[0] id=4 features=[3.142857142857143, 1935.557375243318, 8.0, 1.0] hc=1.00 re=1935.6 qlr=0.736
  qValues=[0.12907893117517233, 0.09366671834141016, 0.09152662102133036, 0.037165059708058834]  action=0  chosenParent=4
1773365772825 DECISION phase=6 mote=5 eps=0.297 cand=[4] valid=[true, false, false, false]
  cand[0] id=4 features=[3.142857142857143, 1895.091941794434, 8.0, 1.0] hc=1.00 re=1895.1 qlr=0.862
  qValues=[0.1580448104068637, 0.11608873959630728, 0.10806067194789648, 0.050066142342984676]  action=0  chosenParent=4
1773365791645 DECISION phase=7 mote=5 eps=0.296 cand=[4] valid=[true, false, false, false]
  cand[0] id=4 features=[3.142857142857143, 1850.2875471208947, 8.0, 1.0] hc=1.00 re=1850.3 qlr=0.871
  qValues=[0.1873121950775385, 0.13805858604609966, 0.1250846739858389, 0.061767132952809334]  action=0  chosenParent=4
1773365810590 DECISION phase=8 mote=5 eps=0.295 cand=[6] valid=[true, false, false, false]
  cand[0] id=6 features=[3.5714285714285716, 1834.1948190975406, 8.0, 3.0] hc=3.00 re=1834.2 qlr=0.117
  qValues=[0.22302852245047688, 0.1643066112883389, 0.14751618588343263, 0.07523899571970105]  action=0  chosenParent=6
1773365827594 DECISION phase=9 mote=5 eps=0.295 cand=[23, 6] valid=[true, true, false, false]
  cand[0] id=23 features=[4.571428571428571, 1815.6363384617882, 1.0, 1.0] hc=1.00 re=1815.6 qlr=0.185
  cand[1] id=6 features=[3.5714285714285716, 1782.297668894032, 8.0, 2.0] hc=2.00 re=1782.3 qlr=0.224
  qValues=[0.34686555434018373, 0.25566575396806, 0.23411017004400492, 0.11408884543925524]  action=1  chosenParent=6
1773365847027 DECISION phase=10 mote=5 eps=0.294 cand=[6, 23] valid=[true, true, false, false]
  cand[0] id=6 features=[3.5714285714285716, 1779.4678372984713, 4.0, 1.0] hc=1.00 re=1779.5 qlr=0.228
  cand[1] id=23 features=[4.571428571428571, 1811.7158953150092, 2.0, 1.0] hc=1.00 re=1811.7 qlr=0.156
  qValues=[0.3381248153746128, 0.24945985153317451, 0.22287100180983543, 0.11729688569903374]  action=1  chosenParent=23
1773365884289 DECISION phase=12 mote=5 eps=0.293 cand=[23] valid=[true, false, false, false]
  cand[0] id=23 features=[4.571428571428571, 1786.0907290119505, 0.0, 2.0] hc=2.00 re=1786.1 qlr=0.118
  qValues=[0.31541780289262533, 0.23243110533803701, 0.20391492825001478, 0.11394004430621862]  action=0  chosenParent=23
1773365902499 DECISION phase=13 mote=5 eps=0.292 cand=[23] valid=[true, false, false, false]
  cand[0] id=23 features=[4.571428571428571, 1764.931763597562, 1.0, 2.0] hc=2.00 re=1764.9 qlr=0.106
  qValues=[0.36078636068850756, 0.26564949471503496, 0.23268440086394548, 0.13024514261633158]  action=0  chosenParent=23
1773365921719 DECISION phase=14 mote=5 eps=0.292 cand=[23] valid=[true, false, false, false]
  cand[0] id=23 features=[4.571428571428571, 1756.1792501400623, 3.0, 2.0] hc=2.00 re=1756.2 qlr=0.094
  qValues=[0.4236873611807823, 0.31180427968502045, 0.2726093903183937, 0.15253813564777374]  action=0  chosenParent=23
1773365957736 DECISION phase=16 mote=5 eps=0.291 cand=[23, 15] valid=[true, true, false, false]
  cand[0] id=23 features=[4.571428571428571, 1679.1681268809227, 8.0, 3.0] hc=3.00 re=1679.2 qlr=0.152
  cand[1] id=15 features=[8.428571428571429, 1737.660339582999, 7.0, 3.0] hc=3.00 re=1737.7 qlr=0.441
  qValues=[0.8574212342500687, 0.6341071873903275, 0.5583405643701553, 0.3065262585878372]  action=1  chosenParent=15
1773365976203 DECISION phase=17 mote=5 eps=0.290 cand=[23, 15] valid=[true, true, false, false]
  cand[0] id=23 features=[4.571428571428571, 1668.288030542026, 7.0, 4.0] hc=4.00 re=1668.3 qlr=0.141
  cand[1] id=15 features=[8.428571428571429, 1732.6607264723098, 6.0, 3.0] hc=3.00 re=1732.7 qlr=0.417
  qValues=[0.9049163311719894, 0.6693195998668671, 0.5866272300481796, 0.3241231441497803]  action=0  chosenParent=23
1773365995029 DECISION phase=18 mote=5 eps=0.290 cand=[23, 15] valid=[true, true, false, false]
  cand[0] id=23 features=[4.571428571428571, 1661.7808463771, 3.0, 5.0] hc=5.00 re=1661.8 qlr=0.218
  cand[1] id=15 features=[8.428571428571429, 1728.2673122235215, 6.0, 4.0] hc=4.00 re=1728.3 qlr=0.401
  qValues=[0.9393774252384901, 0.6948682200163603, 0.6091411467641592, 0.3378929626196623]  action=0  chosenParent=23
1773366013055 DECISION phase=19 mote=5 eps=0.289 cand=[23, 15] valid=[true, true, false, false]
  cand[0] id=23 features=[4.571428571428571, 1609.8801319226363, 6.0, 3.0] hc=3.00 re=1609.9 qlr=0.274
  cand[1] id=15 features=[8.428571428571429, 1727.7366952715186, 4.0, 3.0] hc=3.00 re=1727.7 qlr=0.388
  qValues=[0.958282945677638, 0.7099069338291883, 0.6161080207675695, 0.3494029473513365]  action=0  chosenParent=23
1773366031000 DECISION phase=20 mote=5 eps=0.288 cand=[23, 15] valid=[true, true, false, false]
  cand[0] id=23 features=[4.571428571428571, 1597.1375433508, 6.0, 4.0] hc=4.00 re=1597.1 qlr=0.289
  cand[1] id=15 features=[8.428571428571429, 1722.850163254788, 3.0, 3.0] hc=3.00 re=1722.9 qlr=0.370
  qValues=[0.9769769739359617, 0.7224468719214201, 0.6246275808662176, 0.35947818867862225]  action=0  chosenParent=23
1773366048255 DECISION phase=21 mote=5 eps=0.288 cand=[15] valid=[true, false, false, false]
  cand[0] id=15 features=[8.428571428571429, 1698.0753600054227, 0.0, 5.0] hc=5.00 re=1698.1 qlr=0.357
  qValues=[0.7104752101004124, 0.5213749445974827, 0.44730034843087196, 0.2643117494881153]  action=0  chosenParent=15
1773366065731 DECISION phase=22 mote=5 eps=0.287 cand=[15] valid=[true, false, false, false]
  cand[0] id=15 features=[8.428571428571429, 1694.661671363816, 0.0, 4.0] hc=4.00 re=1694.7 qlr=0.343
  qValues=[0.7072533871978521, 0.5173747446388006, 0.44307941012084484, 0.2652259077876806]  action=0  chosenParent=15
1773366081188 DECISION phase=23 mote=5 eps=0.287 cand=[15] valid=[true, false, false, false]
  cand[0] id=15 features=[8.428571428571429, 1692.3703809547505, 1.0, 4.0] hc=4.00 re=1692.4 qlr=0.334
  qValues=[0.7018789276480675, 0.5127774849534035, 0.4378538727760315, 0.26525211334228516]  action=0  chosenParent=15
1773366113978 DECISION phase=25 mote=5 eps=0.286 cand=[15] valid=[true, false, false, false]
  cand[0] id=15 features=[8.428571428571429, 1676.3478996698698, 2.0, 5.0] hc=5.00 re=1676.3 qlr=0.295
  qValues=[0.6678598094731569, 0.48757261224091053, 0.41417146660387516, 0.25909105129539967]  action=0  chosenParent=15
1773366131323 DECISION phase=26 mote=5 eps=0.285 cand=[15] valid=[true, false, false, false]
  cand[0] id=15 features=[8.428571428571429, 1638.8322623341546, 0.0, 5.0] hc=5.00 re=1638.8 qlr=0.281
  qValues=[0.6263446034863591, 0.45740070659667253, 0.38753356132656336, 0.24626186955720186]  action=0  chosenParent=15
1773366180908 DECISION phase=29 mote=5 eps=0.283 cand=[19] valid=[true, false, false, false]
  cand[0] id=19 features=[4.857142857142857, 1165.6891271616046, 8.0, 2.0] hc=2.00 re=1165.7 qlr=0.510
  qValues=[0.5754037369042635, 0.42157317884266376, 0.3509691748768091, 0.2346703577786684]  action=0  chosenParent=19
1773366199239 DECISION phase=30 mote=5 eps=0.283 cand=[46] valid=[true, false, false, false]
  cand[0] id=46 features=[4.571428571428571, 1650.1667252531925, 0.0, 5.0] hc=5.00 re=1650.2 qlr=0.154
  qValues=[0.49624505173414946, 0.3625178812071681, 0.30130018945783377, 0.20520248543471098]  action=0  chosenParent=46
1773366217712 DECISION phase=31 mote=5 eps=0.282 cand=[46] valid=[true, false, false, false]
  cand[0] id=46 features=[4.571428571428571, 1622.3521489563284, 0.0, 6.0] hc=6.00 re=1622.4 qlr=0.143
  qValues=[0.4765246491879225, 0.34874251298606396, 0.2879159804433584, 0.19932246021926403]  action=0  chosenParent=46
1773366236173 DECISION phase=32 mote=5 eps=0.281 cand=[46] valid=[true, false, false, false]
  cand[0] id=46 features=[4.571428571428571, 1603.7786274894622, 3.0, 6.0] hc=6.00 re=1603.8 qlr=0.123
  qValues=[0.4693011110648513, 0.34443322475999594, 0.28202617820352316, 0.1994183761999011]  action=0  chosenParent=46
1773366269390 DECISION phase=34 mote=5 eps=0.280 cand=[46] valid=[true, false, false, false]
  cand[0] id=46 features=[4.571428571428571, 1551.7290563819056, 0.0, 6.0] hc=6.00 re=1551.7 qlr=0.099
  qValues=[0.42488733399659395, 0.312804383225739, 0.25733664724975824, 0.18401743192225695]  action=0  chosenParent=46
1773366285894 DECISION phase=35 mote=5 eps=0.280 cand=[46] valid=[true, false, false, false]
  cand[0] id=46 features=[4.571428571428571, 1517.686741065088, 3.0, 6.0] hc=6.00 re=1517.7 qlr=0.091
  qValues=[0.4250914976000786, 0.3145604655146599, 0.2565397061407566, 0.18711287900805473]  action=0  chosenParent=46
1773366302126 DECISION phase=36 mote=5 eps=0.279 cand=[46] valid=[true, false, false, false]
