=== Agent started === logPath=/workspace/testbed/results/data/ga_seed2/_work/ga_gen_003/N100_PPM120/topo09/seed1/etx-pfi-qo-hc__1010011/agent.log
AGENT_SEED=12345
1774912367121 INIT Agent: K=4 Factive=4
1774912367130 EPS sched: start=0.3 end=0.01 anneal=500
1774912384374 DECISION phase=2 mote=5 eps=0.299 cand=[2] valid=[true, false, false, false]
  cand[0] id=2 features=[5.76, 0.0, 1.0, 0.0] hc=0.00 re=1980.8 qlr=0.000
  qValues=[0.020611703977920115, 0.014075322193093598, 0.015653589856810868, 0.0037260978715494275]  action=0  chosenParent=2
1774912410403 DECISION phase=3 mote=5 eps=0.298 cand=[76] valid=[true, false, false, false]
  cand[0] id=76 features=[4.23, 0.0, 7.0, 1.0] hc=1.00 re=1967.8 qlr=0.364
  qValues=[0.05075544596184045, 0.03407663258258253, 0.037783540901727974, 0.008422524784691632]  action=0  chosenParent=76
1774912436535 DECISION phase=4 mote=5 eps=0.298 cand=[77] valid=[true, false, false, false]
  cand[0] id=77 features=[7.71, 0.0, 7.0, 1.0] hc=1.00 re=1968.7 qlr=0.352
  qValues=[0.08226282522082329, 0.055120390839874744, 0.0594269810244441, 0.021011848002672195]  action=0  chosenParent=77
1774912493494 DECISION phase=6 mote=5 eps=0.297 cand=[90, 13, 85] valid=[true, true, true, false]
  cand[0] id=90 features=[7.9, 0.0, 8.0, 1.0] hc=1.00 re=1841.3 qlr=0.618
  cand[1] id=13 features=[8.61, 0.0, 5.0, 2.0] hc=2.00 re=1979.6 qlr=0.585
  cand[2] id=85 features=[9.66, 0.0, 8.0, 1.0] hc=1.00 re=1861.9 qlr=0.594
  qValues=[0.25821058824658394, 0.1711227372288704, 0.19598332792520523, 0.06638452038168907]  action=0  chosenParent=90
1774912520434 DECISION phase=7 mote=5 eps=0.296 cand=[37, 73, 13, 85] valid=[true, true, true, true]
  cand[0] id=37 features=[7.77, 0.0, 7.0, 1.0] hc=1.00 re=1873.6 qlr=0.716
  cand[1] id=73 features=[8.3, 0.0, 7.0, 1.0] hc=1.00 re=1815.2 qlr=0.717
  cand[2] id=13 features=[8.61, 0.0, 8.0, 2.0] hc=2.00 re=1968.0 qlr=0.631
  cand[3] id=85 features=[9.66, 0.0, 8.0, 1.0] hc=1.00 re=1847.5 qlr=0.678
  qValues=[0.3475823546759784, 0.22813271870836616, 0.26129429740831256, 0.09862118912860751]  action=0  chosenParent=37
1774912545900 DECISION phase=8 mote=5 eps=0.295 cand=[73, 13, 85] valid=[true, true, true, false]
  cand[0] id=73 features=[8.3, 0.0, 8.0, 1.0] hc=1.00 re=1785.1 qlr=0.778
  cand[1] id=13 features=[8.61, 0.0, 8.0, 2.0] hc=2.00 re=1960.6 qlr=0.702
  cand[2] id=85 features=[10.66, 0.0, 5.0, 1.0] hc=1.00 re=1823.9 qlr=0.650
  qValues=[0.35870462004095316, 0.2403565989807248, 0.262055397965014, 0.10797241423279047]  action=0  chosenParent=73
