nodes,ppm,topo,seed,mask,prr,delay_ms,nlt_ms,gen,recv
100,120,01,1,etx-bdi-qo-hc__1000111,0.367579,2874.42,997402,223364,82104
100,120,02,1,etx-bdi-qo-hc__1000111,0.462894,2853.31,492854,198581,91922
100,120,03,1,etx-bdi-qo-hc__1000111,0.239024,3340.12,934053,197432,47191
100,120,04,1,etx-bdi-qo-hc__1000111,0.356489,2993.76,924276,208907,74473
100,120,05,1,etx-bdi-qo-hc__1000111,0.363481,3527.72,1276687,248302,90253
100,120,06,1,etx-bdi-qo-hc__1000111,0.273956,3072.43,676784,100622,27566
100,120,07,1,etx-bdi-qo-hc__1000111,0.422699,2932.81,754687,213017,90042
100,120,08,1,etx-bdi-qo-hc__1000111,0.268636,2515.63,1042216,148796,39972
100,120,09,1,etx-bdi-qo-hc__1000111,0.421293,3568.27,920894,236503,99637
100,120,10,1,etx-bdi-qo-hc__1000111,0.429028,2932.64,660731,220177,94462
100,120,01,1,etx-hc__1000001,0.388923,3042.18,997402,219182,85245
100,120,02,1,etx-hc__1000001,0.507738,2865.60,492854,212779,108036
100,120,03,1,etx-hc__1000001,0.342746,3490.01,934053,210252,72063
100,120,04,1,etx-hc__1000001,0.378196,3202.63,924276,205547,77737
100,120,05,1,etx-hc__1000001,0.359369,3284.98,1276687,239350,86015
100,120,06,1,etx-hc__1000001,0.190432,1745.45,676784,76064,14485
100,120,07,1,etx-hc__1000001,0.449452,2330.66,754687,204451,91891
100,120,08,1,etx-hc__1000001,0.298257,2271.32,824787,142223,42419
100,120,09,1,etx-hc__1000001,0.417131,3191.02,920894,241080,100562
100,120,10,1,etx-hc__1000001,0.427846,2486.41,660731,209295,89546
100,120,01,1,re-bdi-hc__0001101,0.414470,2856.54,997402,213410,88452
100,120,02,1,re-bdi-hc__0001101,0.500813,2691.31,492854,216464,108408
100,120,03,1,re-bdi-hc__0001101,0.307913,3255.75,934053,206029,63439
100,120,04,1,re-bdi-hc__0001101,0.375855,2961.69,924276,222990,83812
100,120,05,1,re-bdi-hc__0001101,0.353207,3846.79,1276687,247665,87477
100,120,06,1,re-bdi-hc__0001101,0.206131,3096.39,676784,98151,20232
100,120,07,1,re-bdi-hc__0001101,0.420442,2766.75,754687,208409,87624
100,120,08,1,re-bdi-hc__0001101,0.203092,2432.79,824787,126406,25672
100,120,09,1,re-bdi-hc__0001101,0.400980,3024.54,920894,239199,95914
100,120,10,1,re-bdi-hc__0001101,0.451813,3006.05,660731,218046,98516
100,120,01,1,rssi-pfi-re-qo-hc__0111011,0.421833,3065.13,997402,212295,89553
100,120,02,1,rssi-pfi-re-qo-hc__0111011,0.479639,2735.00,492854,209293,100385
100,120,03,1,rssi-pfi-re-qo-hc__0111011,0.326745,3285.35,934053,206892,67601
100,120,04,1,rssi-pfi-re-qo-hc__0111011,0.382194,2936.61,924276,219862,84030
100,120,05,1,rssi-pfi-re-qo-hc__0111011,0.365547,3000.59,1276687,251929,92092
100,120,06,1,rssi-pfi-re-qo-hc__0111011,0.292212,2327.57,676784,102754,30026
100,120,07,1,rssi-pfi-re-qo-hc__0111011,0.438786,2558.25,754687,205989,90385
100,120,08,1,rssi-pfi-re-qo-hc__0111011,0.319990,1968.89,831398,141148,45166
100,120,09,1,rssi-pfi-re-qo-hc__0111011,0.429198,3251.74,920894,243666,104581
100,120,10,1,rssi-pfi-re-qo-hc__0111011,0.449025,2840.55,660731,216046,97010
