nodes,ppm,topo,seed,mask,prr,delay_ms,nlt_ms,gen,recv
100,120,01,1,etx-re-qo-hc__1001011,0.421833,3065.13,997402,212295,89553
100,120,02,1,etx-re-qo-hc__1001011,0.479639,2735.00,492854,209293,100385
100,120,03,1,etx-re-qo-hc__1001011,0.334633,3019.82,934053,217029,72625
100,120,04,1,etx-re-qo-hc__1001011,0.369217,2946.27,924276,222184,82034
100,120,05,1,etx-re-qo-hc__1001011,0.344953,2976.45,1276687,243804,84101
100,120,06,1,etx-re-qo-hc__1001011,0.205606,2432.01,676784,94657,19462
100,120,07,1,etx-re-qo-hc__1001011,0.431249,2650.53,754687,203778,87879
100,120,08,1,etx-re-qo-hc__1001011,0.244028,2291.41,824787,138820,33876
100,120,09,1,etx-re-qo-hc__1001011,0.427128,3604.94,920894,241630,103207
100,120,10,1,etx-re-qo-hc__1001011,0.442321,2813.71,660731,215470,95307
100,120,01,1,re-bdi-qo-hc__0001111,0.384757,2681.67,997402,222621,85655
100,120,02,1,re-bdi-qo-hc__0001111,0.468984,2888.06,492854,211227,99062
100,120,03,1,re-bdi-qo-hc__0001111,0.257322,2986.82,934053,154332,39713
100,120,04,1,re-bdi-qo-hc__0001111,0.371988,2836.80,924276,216542,80551
100,120,05,1,re-bdi-qo-hc__0001111,0.348867,3489.11,1276687,248103,86555
100,120,06,1,re-bdi-qo-hc__0001111,0.236252,2810.11,676784,105654,24961
100,120,07,1,re-bdi-qo-hc__0001111,0.431181,2756.85,754687,208576,89934
100,120,08,1,re-bdi-qo-hc__0001111,0.231005,2077.33,953910,130166,30069
100,120,09,1,re-bdi-qo-hc__0001111,0.423820,3282.33,920894,240956,102122
100,120,10,1,re-bdi-qo-hc__0001111,0.459325,2997.45,660731,212440,97579
100,120,01,1,re-qo__0001010,0.408797,2891.34,997402,216369,88451
100,120,02,1,re-qo__0001010,0.477098,2662.72,492854,210925,100632
100,120,03,1,re-qo__0001010,0.317670,3180.86,934053,168096,53399
100,120,04,1,re-qo__0001010,0.353857,3102.46,924276,220914,78172
100,120,05,1,re-qo__0001010,0.337112,3284.94,1276687,249235,84020
100,120,06,1,re-qo__0001010,0.167205,2189.04,676784,98789,16518
100,120,07,1,re-qo__0001010,0.436498,2454.81,754687,201898,88128
100,120,08,1,re-qo__0001010,0.191164,2162.16,987607,127231,24322
100,120,09,1,re-qo__0001010,0.429198,3251.74,920894,243666,104581
100,120,10,1,re-qo__0001010,0.435678,2750.21,660731,223665,97446
100,120,01,1,rssi-re-bdi-qo-hc__0101111,0.407024,2869.55,997402,217270,88434
100,120,02,1,rssi-re-bdi-qo-hc__0101111,0.481532,2841.13,492854,207926,100123
100,120,03,1,rssi-re-bdi-qo-hc__0101111,0.320256,3379.10,934053,213317,68316
100,120,04,1,rssi-re-bdi-qo-hc__0101111,0.382462,2973.27,924276,218176,83444
100,120,05,1,rssi-re-bdi-qo-hc__0101111,0.344953,2976.45,1276687,243804,84101
100,120,06,1,rssi-re-bdi-qo-hc__0101111,0.219437,2356.92,676784,114151,25049
100,120,07,1,rssi-re-bdi-qo-hc__0101111,0.438786,2558.25,754687,205989,90385
100,120,08,1,rssi-re-bdi-qo-hc__0101111,0.260520,2079.09,824787,132984,34645
100,120,09,1,rssi-re-bdi-qo-hc__0101111,0.406935,2910.90,920894,237967,96837
100,120,10,1,rssi-re-bdi-qo-hc__0101111,0.445663,3082.94,660731,215634,96100
