nodes,ppm,topo,seed,mask,prr,delay_ms,nlt_ms,gen,recv
100,120,01,1,etx-re-bdi-qo-hc__1001111,0.421833,3065.13,997402,212295,89553
100,120,02,1,etx-re-bdi-qo-hc__1001111,0.480145,2735.02,492854,208666,100190
100,120,03,1,etx-re-bdi-qo-hc__1001111,0.330095,3248.96,934053,182814,60346
100,120,04,1,etx-re-bdi-qo-hc__1001111,0.370413,2979.13,924276,213197,78971
100,120,05,1,etx-re-bdi-qo-hc__1001111,0.352971,3189.40,1276687,240694,84958
100,120,06,1,etx-re-bdi-qo-hc__1001111,0.212536,2377.04,676784,98755,20989
100,120,07,1,etx-re-bdi-qo-hc__1001111,0.425943,2640.80,754687,210338,89592
100,120,08,1,etx-re-bdi-qo-hc__1001111,0.256733,2055.42,824787,124499,31963
100,120,09,1,etx-re-bdi-qo-hc__1001111,0.427412,3314.37,920894,243299,103989
100,120,10,1,etx-re-bdi-qo-hc__1001111,0.438387,2710.68,660731,223191,97844
100,120,01,1,rssi-pfi-re-bdi-qo-hc__0111111,0.421436,3065.61,997402,212127,89398
100,120,02,1,rssi-pfi-re-bdi-qo-hc__0111111,0.473541,2857.92,492854,214689,101664
100,120,03,1,rssi-pfi-re-bdi-qo-hc__0111111,0.301152,3310.38,934053,214543,64610
100,120,04,1,rssi-pfi-re-bdi-qo-hc__0111111,0.383863,3003.75,924276,218289,83793
100,120,05,1,rssi-pfi-re-bdi-qo-hc__0111111,0.347056,3119.64,1276687,245652,85255
100,120,06,1,rssi-pfi-re-bdi-qo-hc__0111111,0.172112,1655.82,676784,78135,13448
100,120,07,1,rssi-pfi-re-bdi-qo-hc__0111111,0.428925,2702.54,754687,210988,90498
100,120,08,1,rssi-pfi-re-bdi-qo-hc__0111111,0.205076,1956.32,824787,124237,25478
100,120,09,1,rssi-pfi-re-bdi-qo-hc__0111111,0.434034,2866.18,920894,240177,104245
100,120,10,1,rssi-pfi-re-bdi-qo-hc__0111111,0.445535,2722.29,660731,218948,97549
