nodes,ppm,topo,seed,mask,prr,delay_ms,nlt_ms,gen,recv
100,120,01,1,pfi-re-qo-hc__0011011,0.421833,3065.13,997402,212295,89553
100,120,02,1,pfi-re-qo-hc__0011011,0.480941,2738.27,492854,208670,100358
100,120,03,1,pfi-re-qo-hc__0011011,0.329731,3312.66,934053,215521,71064
100,120,04,1,pfi-re-qo-hc__0011011,0.379225,2930.40,924276,225494,85513
100,120,05,1,pfi-re-qo-hc__0011011,0.344294,2884.18,1276687,243344,83782
100,120,06,1,pfi-re-qo-hc__0011011,0.221852,2201.07,676784,102582,22758
100,120,07,1,pfi-re-qo-hc__0011011,0.429997,2573.02,754687,212248,91266
100,120,08,1,pfi-re-qo-hc__0011011,0.260086,2348.61,1008403,127281,33104
100,120,09,1,pfi-re-qo-hc__0011011,0.427829,3466.42,920894,243656,104243
100,120,10,1,pfi-re-qo-hc__0011011,0.442342,2882.89,660731,214818,95023
