nodes,ppm,topo,seed,mask,prr,delay_ms,nlt_ms,gen,recv
100,120,01,1,bdi-qo-hc__0000111,0.332532,3104.42,796444,236573,78668
100,120,02,1,bdi-qo-hc__0000111,0.470117,3391.71,857686,221449,104107
100,120,03,1,bdi-qo-hc__0000111,0.267299,3274.55,934053,188175,50299
100,120,04,1,bdi-qo-hc__0000111,0.306220,2807.02,1033638,176226,53964
100,120,05,1,bdi-qo-hc__0000111,0.333030,3802.01,499169,245275,81684
100,120,06,1,bdi-qo-hc__0000111,0.314854,2061.15,541306,123057,38745
100,120,07,1,bdi-qo-hc__0000111,0.377364,3050.25,765217,201471,76028
100,120,08,1,bdi-qo-hc__0000111,0.328888,2076.28,993034,150030,49343
100,120,09,1,bdi-qo-hc__0000111,0.449742,3525.07,920894,233952,105218
100,120,10,1,bdi-qo-hc__0000111,0.378998,2775.48,644236,210463,79765
100,120,01,1,bdi-qo__0000110,0.390402,2674.74,639205,224804,87764
100,120,02,1,bdi-qo__0000110,0.452401,3368.40,759700,216138,97781
100,120,03,1,bdi-qo__0000110,0.283214,3708.52,899403,188921,53505
100,120,04,1,bdi-qo__0000110,0.351105,3324.89,1068583,174996,61442
100,120,05,1,bdi-qo__0000110,0.339640,3135.78,704801,220766,74981
100,120,06,1,bdi-qo__0000110,0.212095,2717.67,317151,89644,19013
100,120,07,1,bdi-qo__0000110,0.471047,2975.44,690681,224326,105668
100,120,08,1,bdi-qo__0000110,0.221524,3090.84,1436985,157265,34838
100,120,09,1,bdi-qo__0000110,0.410856,3347.22,680298,231648,95174
100,120,10,1,bdi-qo__0000110,0.453833,2362.36,779922,229190,104014
100,120,01,1,etx-pfi-re-hc__1011001,0.421833,3065.13,997402,212295,89553
100,120,02,1,etx-pfi-re-hc__1011001,0.479639,2735.00,492854,209293,100385
100,120,03,1,etx-pfi-re-hc__1011001,0.289447,3323.29,934053,211403,61190
100,120,04,1,etx-pfi-re-hc__1011001,0.380759,2787.76,924276,218540,83211
100,120,05,1,etx-pfi-re-hc__1011001,0.344953,2976.45,1276687,243804,84101
100,120,06,1,etx-pfi-re-hc__1011001,0.257291,2524.46,676784,114252,29396
100,120,07,1,etx-pfi-re-hc__1011001,0.438753,2528.79,754687,208858,91637
100,120,08,1,etx-pfi-re-hc__1011001,0.247600,2202.92,824787,132072,32701
100,120,09,1,etx-pfi-re-hc__1011001,0.423429,3569.92,920894,244700,103613
100,120,10,1,etx-pfi-re-hc__1011001,0.444680,2738.21,660731,219252,97497
100,120,01,1,pfi-bdi-qo-hc__0010111,0.400652,3086.08,997402,224127,89797
100,120,02,1,pfi-bdi-qo-hc__0010111,0.427555,3166.84,492854,213133,91126
100,120,03,1,pfi-bdi-qo-hc__0010111,0.189259,3479.38,696100,153784,29105
100,120,04,1,pfi-bdi-qo-hc__0010111,0.357078,3119.55,1033638,204989,73197
100,120,05,1,pfi-bdi-qo-hc__0010111,0.322547,3246.10,1276687,229303,73961
100,120,06,1,pfi-bdi-qo-hc__0010111,0.257240,2609.41,541306,126349,32502
100,120,07,1,pfi-bdi-qo-hc__0010111,0.375922,2996.33,1111912,213515,80265
100,120,08,1,pfi-bdi-qo-hc__0010111,0.235222,2711.30,1026313,146776,34525
100,120,09,1,pfi-bdi-qo-hc__0010111,0.427893,3360.48,920894,239111,102314
100,120,10,1,pfi-bdi-qo-hc__0010111,0.449663,2541.55,788760,212032,95343
100,120,01,1,rssi-re-qo__0101010,0.421833,3065.13,997402,212295,89553
100,120,02,1,rssi-re-qo__0101010,0.479639,2735.00,492854,209293,100385
100,120,03,1,rssi-re-qo__0101010,0.323113,3139.95,934053,210493,68013
100,120,04,1,rssi-re-qo__0101010,0.372477,2920.81,924276,220972,82307
100,120,05,1,rssi-re-qo__0101010,0.341797,3116.02,1276687,243507,83230
100,120,06,1,rssi-re-qo__0101010,0.226537,2350.95,676784,97472,22081
100,120,07,1,rssi-re-qo__0101010,0.438786,2558.25,754687,205989,90385
100,120,08,1,rssi-re-qo__0101010,0.225555,2274.20,1066898,132633,29916
100,120,09,1,rssi-re-qo__0101010,0.429198,3251.74,920894,243666,104581
100,120,10,1,rssi-re-qo__0101010,0.449042,2975.75,660731,215944,96968
