id,x,y,is_sink
1,150.00,0.00,1
2,71.46,51.27,0
3,239.63,292.62,0
4,190.27,46.89,0
5,29.96,0.01,0
6,123.42,250.23,0
7,37.69,47.51,0
8,186.79,283.06,0
9,15.10,63.47,0
10,107.03,27.99,0
11,206.50,90.49,0
12,107.63,210.65,0
13,233.45,184.92,0
14,246.89,164.87,0
15,286.12,160.42,0
16,51.47,181.77,0
17,117.75,158.60,0
18,36.93,198.08,0
19,225.15,262.24,0
20,247.74,179.95,0
21,252.51,263.93,0
22,36.50,148.16,0
23,290.10,3.65,0
24,44.74,170.30,0
25,275.22,123.76,0
26,127.93,158.39,0
27,1.75,22.05,0
28,186.72,253.56,0
29,183.08,155.96,0
30,289.87,224.09,0
31,137.44,244.35,0
32,161.92,148.50,0
33,158.50,103.36,0
34,126.58,14.75,0
35,198.74,52.30,0
36,203.92,278.47,0
37,167.71,79.85,0
38,299.91,274.99,0
39,285.14,1.05,0
40,228.37,218.79,0
41,281.64,90.00,0
42,75.41,185.73,0
43,157.32,226.77,0
44,163.39,19.14,0
45,47.63,99.98,0
46,40.27,62.51,0
47,274.24,221.18,0
48,297.95,165.81,0
49,174.80,75.86,0
50,231.99,222.50,0
51,32.66,39.98,0
52,185.82,175.78,0
53,8.16,239.03,0
54,3.86,11.96,0
55,94.58,234.70,0
56,165.17,291.73,0
57,6.19,254.89,0
58,291.84,15.94,0
59,12.43,130.58,0
60,7.35,236.54,0
61,299.95,13.49,0
62,245.47,245.66,0
63,151.90,194.89,0
64,118.48,188.17,0
65,247.44,158.96,0
66,202.11,184.94,0
67,145.17,41.07,0
68,286.45,2.35,0
69,206.65,298.84,0
70,147.54,190.18,0
71,297.53,236.90,0
72,201.53,295.01,0
73,4.02,288.07,0
74,215.41,223.92,0
75,234.09,21.73,0
76,64.76,203.73,0
77,47.35,262.68,0
78,153.15,271.58,0
79,110.28,247.33,0
80,13.46,64.86,0
